version,n,threads,rep,time_s,gflops
v3_openmp,6000,8,1,7.355918,9.7880
v3_openmp,6000,8,2,7.353312,9.7915
v3_openmp,6000,8,3,7.348339,9.7981
v3_openmp,6000,16,1,5.372690,13.4011
v3_openmp,6000,16,2,5.369073,13.4101
v3_openmp,6000,16,3,5.365913,13.4180
v3_openmp,6000,32,1,4.165609,17.2844
v3_openmp,6000,32,2,4.165953,17.2830
v3_openmp,6000,32,3,4.166481,17.2808
v3_openmp,6000,48,1,3.486938,20.6485
v3_openmp,6000,48,2,3.486980,20.6482
v3_openmp,6000,48,3,3.485140,20.6591
v3_openmp,6000,64,1,2.934601,24.5349
v3_openmp,6000,64,2,2.934258,24.5377
v3_openmp,6000,64,3,2.933190,24.5467
v3_openmp,6000,76,1,2.630584,27.3704
v3_openmp,6000,76,2,2.632215,27.3534
v3_openmp,6000,76,3,2.629196,27.3848
v3_openmp,8000,1,1,106.634161,1.6005
v3_openmp,8000,1,2,106.662841,1.6001
v3_openmp,8000,1,3,106.667202,1.6000
v3_openmp,8000,2,1,67.089199,2.5439
v3_openmp,8000,2,2,66.489087,2.5668
v3_openmp,8000,2,3,66.497209,2.5665
v3_openmp,8000,4,1,35.929738,4.7500
v3_openmp,8000,4,2,35.942329,4.7483
v3_openmp,8000,4,3,35.924688,4.7507
v3_openmp,8000,8,1,22.973924,7.4287
v3_openmp,8000,8,2,22.967241,7.4309
v3_openmp,8000,8,3,22.973989,7.4287
v3_openmp,8000,16,1,17.935598,9.5155
v3_openmp,8000,16,2,17.932727,9.5171
v3_openmp,8000,16,3,17.938173,9.5142
v3_openmp,8000,32,1,15.670691,10.8908
v3_openmp,8000,32,2,15.673444,10.8889
v3_openmp,8000,32,3,15.673185,10.8891
v3_openmp,8000,48,1,14.517930,11.7556
v3_openmp,8000,48,2,14.515620,11.7574
v3_openmp,8000,48,3,14.517365,11.7560
v3_openmp,8000,64,1,13.537338,12.6071
v3_openmp,8000,64,2,13.539322,12.6053
v3_openmp,8000,64,3,13.537547,12.6069
v3_openmp,8000,76,1,13.207399,12.9220
v3_openmp,8000,76,2,13.228355,12.9016
v3_openmp,8000,76,3,13.205872,12.9235
v5_blocked_NB128,2000,1,1,0.905870,2.9438
v5_blocked_NB128,2000,1,2,0.905729,2.9442
v5_blocked_NB128,2000,1,3,0.905288,2.9457
v5_blocked_NB128,2000,2,1,0.471300,5.6581
v5_blocked_NB128,2000,2,2,0.472112,5.6484
v5_blocked_NB128,2000,2,3,0.470556,5.6670
v5_blocked_NB128,2000,4,1,0.240729,11.0775
v5_blocked_NB128,2000,4,2,0.239925,11.1146
v5_blocked_NB128,2000,4,3,0.241071,11.0617
v5_blocked_NB128,2000,8,1,0.127030,20.9924
v5_blocked_NB128,2000,8,2,0.126388,21.0990
v5_blocked_NB128,2000,8,3,0.126905,21.0131
v5_blocked_NB128,2000,16,1,0.072049,37.0118
v5_blocked_NB128,2000,16,2,0.071615,37.2360
v5_blocked_NB128,2000,16,3,0.071187,37.4598
v5_blocked_NB128,2000,32,1,0.043533,61.2563
v5_blocked_NB128,2000,32,2,0.044461,59.9772
v5_blocked_NB128,2000,32,3,0.044293,60.2047
v5_blocked_NB128,2000,48,1,0.034304,77.7374
v5_blocked_NB128,2000,48,2,0.033199,80.3246
v5_blocked_NB128,2000,48,3,0.033350,79.9598
v5_blocked_NB128,2000,64,1,0.031090,85.7727
v5_blocked_NB128,2000,64,2,0.030519,87.3765
v5_blocked_NB128,2000,64,3,0.029681,89.8444
v5_blocked_NB128,2000,76,1,0.029719,89.7286
v5_blocked_NB128,2000,76,2,0.028085,94.9509
v5_blocked_NB128,2000,76,3,0.028519,93.5054
v5_blocked_NB128,4000,1,1,8.149631,2.6177
v5_blocked_NB128,4000,1,2,8.156324,2.6156
v5_blocked_NB128,4000,1,3,8.150402,2.6175
v5_blocked_NB128,4000,2,1,4.156370,5.1327
v5_blocked_NB128,4000,2,2,4.161489,5.1264
v5_blocked_NB128,4000,2,3,4.154085,5.1355
v5_blocked_NB128,4000,4,1,2.068210,10.3149
v5_blocked_NB128,4000,4,2,2.067038,10.3207
v5_blocked_NB128,4000,4,3,2.069964,10.3061
v5_blocked_NB128,4000,8,1,1.055796,20.2059
v5_blocked_NB128,4000,8,2,1.055330,20.2148
v5_blocked_NB128,4000,8,3,1.057502,20.1733
v5_blocked_NB128,4000,16,1,0.576011,37.0363
v5_blocked_NB128,4000,16,2,0.576154,37.0271
v5_blocked_NB128,4000,16,3,0.576397,37.0115
v5_blocked_NB128,4000,32,1,0.315455,67.6272
v5_blocked_NB128,4000,32,2,0.318337,67.0150
v5_blocked_NB128,4000,32,3,0.318396,67.0026
v5_blocked_NB128,4000,48,1,0.230268,92.6456
v5_blocked_NB128,4000,48,2,0.229491,92.9593
v5_blocked_NB128,4000,48,3,0.229842,92.8174
v5_blocked_NB128,4000,64,1,0.194017,109.9562
v5_blocked_NB128,4000,64,2,0.193767,110.0978
v5_blocked_NB128,4000,64,3,0.193795,110.0817
v5_blocked_NB128,4000,76,1,0.174887,121.9836
v5_blocked_NB128,4000,76,2,0.174885,121.9850
v5_blocked_NB128,4000,76,3,0.174423,122.3079
v5_blocked_NB128,6000,1,1,28.292198,2.5449
v5_blocked_NB128,6000,1,2,28.301833,2.5440
v5_blocked_NB128,6000,1,3,28.319316,2.5424
v5_blocked_NB128,6000,2,1,14.374247,5.0090
v5_blocked_NB128,6000,2,2,14.363616,5.0127
v5_blocked_NB128,6000,2,3,14.370125,5.0104
