version,n,threads,rep,time_s,gflops
v3_openmp,8000,16,3,17.979634,9.4922
v3_openmp,8000,32,1,15.829155,10.7818
v3_openmp,8000,32,2,15.830942,10.7806
v3_openmp,8000,32,3,15.832744,10.7793
v3_openmp,8000,48,1,14.561527,11.7204
v3_openmp,8000,48,2,14.564273,11.7182
v3_openmp,8000,48,3,14.563635,11.7187
v3_openmp,8000,64,1,13.687585,12.4687
v3_openmp,8000,64,2,13.689737,12.4668
v3_openmp,8000,64,3,13.685242,12.4709
v3_openmp,8000,76,1,13.271114,12.8600
v3_openmp,8000,76,2,13.268152,12.8629
v3_openmp,8000,76,3,13.280727,12.8507
v5_blocked_NB128,2000,1,1,0.954731,2.7931
v5_blocked_NB128,2000,1,2,0.953634,2.7963
v5_blocked_NB128,2000,1,3,0.953634,2.7963
v5_blocked_NB128,2000,2,1,0.500247,5.3307
v5_blocked_NB128,2000,2,2,0.499821,5.3352
v5_blocked_NB128,2000,2,3,0.500323,5.3299
v5_blocked_NB128,2000,4,1,0.252149,10.5758
v5_blocked_NB128,2000,4,2,0.252312,10.5689
v5_blocked_NB128,2000,4,3,0.251883,10.5869
v5_blocked_NB128,2000,8,1,0.129733,20.5550
v5_blocked_NB128,2000,8,2,0.129475,20.5960
v5_blocked_NB128,2000,8,3,0.129591,20.5775
v5_blocked_NB128,2000,16,1,0.069965,38.1143
v5_blocked_NB128,2000,16,2,0.069665,38.2782
v5_blocked_NB128,2000,16,3,0.069839,38.1830
v5_blocked_NB128,2000,32,1,0.039427,67.6363
v5_blocked_NB128,2000,32,2,0.038419,69.4095
v5_blocked_NB128,2000,32,3,0.038276,69.6689
v5_blocked_NB128,2000,48,1,0.029746,89.6493
v5_blocked_NB128,2000,48,2,0.028663,93.0342
v5_blocked_NB128,2000,48,3,0.028686,92.9621
v5_blocked_NB128,2000,64,1,0.025898,102.9699
v5_blocked_NB128,2000,64,2,0.024981,106.7492
v5_blocked_NB128,2000,64,3,0.024691,108.0002
v5_blocked_NB128,2000,76,1,0.024412,109.2378
v5_blocked_NB128,2000,76,2,0.022946,116.2131
v5_blocked_NB128,2000,76,3,0.023073,115.5755
v5_blocked_NB128,4000,1,1,8.340971,2.5577
v5_blocked_NB128,4000,1,2,8.341887,2.5574
v5_blocked_NB128,4000,1,3,8.342062,2.5573
v5_blocked_NB128,4000,2,1,4.257656,5.0106
v5_blocked_NB128,4000,2,2,4.259216,5.0087
v5_blocked_NB128,4000,2,3,4.258698,5.0094
v5_blocked_NB128,4000,4,1,2.099747,10.1600
v5_blocked_NB128,4000,4,2,2.107496,10.1226
v5_blocked_NB128,4000,4,3,2.101531,10.1513
v5_blocked_NB128,4000,8,1,1.057765,20.1683
v5_blocked_NB128,4000,8,2,1.057312,20.1770
v5_blocked_NB128,4000,8,3,1.057643,20.1706
v5_blocked_NB128,4000,16,1,0.562252,37.9427
v5_blocked_NB128,4000,16,2,0.560871,38.0361
v5_blocked_NB128,4000,16,3,0.561710,37.9793
v5_blocked_NB128,4000,32,1,0.290372,73.4690
v5_blocked_NB128,4000,32,2,0.288930,73.8357
v5_blocked_NB128,4000,32,3,0.288824,73.8627
v5_blocked_NB128,4000,48,1,0.202923,105.1302
v5_blocked_NB128,4000,48,2,0.202166,105.5237
v5_blocked_NB128,4000,48,3,0.202443,105.3796
v5_blocked_NB128,4000,64,1,0.165374,129.0004
v5_blocked_NB128,4000,64,2,0.164513,129.6758
v5_blocked_NB128,4000,64,3,0.164379,129.7816
v5_blocked_NB128,4000,76,1,0.150139,142.0908
v5_blocked_NB128,4000,76,2,0.148487,143.6711
v5_blocked_NB128,4000,76,3,0.148947,143.2277
v5_blocked_NB128,6000,1,1,28.787586,2.5011
v5_blocked_NB128,6000,1,2,28.802277,2.4998
v5_blocked_NB128,6000,1,3,28.762872,2.5032
v5_blocked_NB128,6000,2,1,14.587568,4.9357
v5_blocked_NB128,6000,2,2,14.590735,4.9346
v5_blocked_NB128,6000,2,3,14.585476,4.9364
v5_blocked_NB128,6000,4,1,7.207002,9.9903
v5_blocked_NB128,6000,4,2,7.206203,9.9914
v5_blocked_NB128,6000,4,3,7.204844,9.9933
v5_blocked_NB128,6000,8,1,3.612394,19.9314
v5_blocked_NB128,6000,8,2,3.610504,19.9418
v5_blocked_NB128,6000,8,3,3.611265,19.9376
v5_blocked_NB128,6000,16,1,1.927133,37.3612
v5_blocked_NB128,6000,16,2,1.925608,37.3908
v5_blocked_NB128,6000,16,3,1.927928,37.3458
v5_blocked_NB128,6000,32,1,0.977695,73.6426
v5_blocked_NB128,6000,32,2,0.978486,73.5831
v5_blocked_NB128,6000,32,3,0.978766,73.5620
v5_blocked_NB128,6000,48,1,0.670299,107.4147
v5_blocked_NB128,6000,48,2,0.669989,107.4645
v5_blocked_NB128,6000,48,3,0.670196,107.4312
v5_blocked_NB128,6000,64,1,0.540609,133.1832
v5_blocked_NB128,6000,64,2,0.540491,133.2121
v5_blocked_NB128,6000,64,3,0.539755,133.3940
v5_blocked_NB128,6000,76,1,0.486821,147.8984
v5_blocked_NB128,6000,76,2,0.487435,147.7119
v5_blocked_NB128,6000,76,3,0.488435,147.4096
v5_blocked_NB128,8000,1,1,68.904699,2.4769
v5_blocked_NB128,8000,1,2,68.984256,2.4740
v5_blocked_NB128,8000,1,3,68.906251,2.4768
v5_blocked_NB128,8000,2,1,34.921550,4.8871
v5_blocked_NB128,8000,2,2,34.926441,4.8865
v5_blocked_NB128,8000,2,3,34.925857,4.8865
v5_blocked_NB128,8000,4,1,17.175351,9.9367
v5_blocked_NB128,8000,4,2,17.171323,9.9391
v5_blocked_NB128,8000,4,3,17.163576,9.9435
v5_blocked_NB128,8000,8,1,8.598432,19.8486
v5_blocked_NB128,8000,8,2,8.601970,19.8404
v5_blocked_NB128,8000,8,3,8.597843,19.8499
v5_blocked_NB128,8000,16,1,4.570993,37.3369
v5_blocked_NB128,8000,16,2,4.572592,37.3238
v5_blocked_NB128,8000,16,3,4.570883,37.3378
v5_blocked_NB128,8000,32,1,2.305212,74.0351
v5_blocked_NB128,8000,32,2,2.302247,74.1305
v5_blocked_NB128,8000,32,3,2.305194,74.0357
v5_blocked_NB128,8000,48,1,1.568678,108.7965
v5_blocked_NB128,8000,48,2,1.569275,108.7551
v5_blocked_NB128,8000,48,3,1.569647,108.7294
v5_blocked_NB128,8000,64,1,1.270510,134.3293
v5_blocked_NB128,8000,64,2,1.274758,133.8817
v5_blocked_NB128,8000,64,3,1.276372,133.7123
v5_blocked_NB128,8000,76,1,1.143849,149.2038
v5_blocked_NB128,8000,76,2,1.152082,148.1376
v5_blocked_NB128,8000,76,3,1.153649,147.9364
